Eon,Formation,Age (Ma),Lithology,TOC (mg/g),?C org ( ‰) PDB,?C carb ( ‰) PDB',Reference Code
,Brockman Iron Formation ,2550,SH,18,-33.2,,HAYE83..93
,Brockman Iron Formation ,2550,SH,0.11,-21.1,,HAYE83..93
,Brockman Iron Formation ,2550,BIF,0.2,-22.3,,HAYE83..93
,Brockman Iron Formation ,2550,BIF,2.6,-21.4,,HAYE83..93
,Brockman Iron Formation ,2550,BIF,0.3,-18,,HAYE83..93
,Brockman Iron Formation ,2550,CARB,,,-8.5,BAUR85.270
,Brockman Iron Formation ,2550,CARB,,,-12.4,BAUR85.27O
,Belingwe Greenstone Belt ,2600,SH,1.69,-24.1,,HAYE83..93
,Bulawayan Group ,2600,CH,,-33.5,,OEHL721246
,Bulawayan Group ,2600,LS,,-32.1,,OEHL721246
,Bulawayan Group ,2600,LS,,-32.5,,OEHL721246
,Bulawayan Group ,2600,CH,,-31.8,,OEHL721246
,Bulawayan Group ,2600,LS,,-26.9,,EICH75.585
,Bulawayan Group ,2600,DOL,,-30.2,,EICH75.585
,Bulawayan Group ,2600,LS,,-28.6,,EICH75.585
,Bulawayan Group ,2600,LS,,-31.3,,EICH75.585
,Bulawayan Group ,2600,LS,,-30.6,,EICH75.585
,Bulawayan Group ,2600,LS,,-33.5,,EICH75.585
,Bulawayan Group ,2600,LS,,-27.4,,EICH75.585
,Bulawayan Group ,2600,LS,,-29,,EICH75.585
,Bulawayan Group ,2600,DOL,,-15.9,,EICH75.585
,Bulawayan Group ,2600,SH,,-39.3,,EICH75.585
,Bulawayan Group ,2600,LS,,-28.1,,HOER62.190
,Bulawayan Group ,2600,LS,,-33.5,,SCHO71.477
,Bulawayan Group ,2600,LS,,-32.5,,SCHO71.477
,Bulawayan Group ,2600,LS,,-32.1,,SCHO71.477
,Bulawayan Group ,2600,LS,,-31.8,,SCHO71.477
,Bulawayan Group ,2600,LS,,-30.5,,SCHO71.477
,Bulawayan Group ,2600,CARB,1,-17.2,,HAYE83..93
,Bulawayan Group ,2600,CARB,1,-30.6,,HAYE83..93
,Bulawayan Group ,2600,CARB,1.8,-33.1,,HAYE83..93
,Bulawayan Group ,2600,CARB,,,0.5,SCHI83.149
,Bulawayan Group ,2600,CH,,,-0.7,SCHI83.149
,Bulawayan Group ,2600,CH,,,-0.8,SCHI83.149
,Bulawayan Group ,2600,CARB,,,0.8,SCHI83.149
,Bulawayan Group ,2600,CARB,,,1.2,SCHI83.149
,Bulawayan Group ,2600,LS,,,0.6,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.9,SCHI75... 1
,Bulawayan Group ,2600,LS,,,-0.9,SCHI75...1
,Bulawayan Group ,2600,LS,,,-2.5,SCHI75...1
,Bulawayan Group ,2600,DOL,,,-3.3,SCHI75...1
,Bulawayan Group ,2600,LS,,,-3.2,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.5,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.2,SCHI75...1
,Bulawayan Group ,2600,LS,,,1,SCHI75...1
,Bulawayan Group ,2600,LS,,,0.2,SCHI75...1
,Bulawayan Group ,2600,LS,,,0.3,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.2,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.1,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.5,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.8,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.2,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.4,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.6,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.1,SCHI75...1
,Bulawayan Group ,2600,LS,,,-0.1,SCHI75...1
,Bulawayan Group ,2600,LS,,,2.5,SCHI75...1
,Bulawayan Group ,2600,LS,,,0.4,SCHI75...1
,Bulawayan Group ,2600,LS,,,2,SCHI75...1
,Bulawayan Group ,2600,LS,,,1.3,SCHI75...1
,Bulawayan Group ,2600,LS,,,2,SCHI75...1
,Bulawayan Group ,2600,LS,,,1.4,SCHI75...1
,Bulawayan Group ,2600,LS,,,1.3,SCHI75...1
,Bulawayan Group ,2600,LS,,,-5.4,SCHI75...1
,Bulawayan Group ,2600,LS,,,-5.5,SCHI75...1
,Bulawayan Group ,2600,LS,,,0.6,EICH75.585
,Bulawayan Group ,2600,DOL,,,-3.3,EICH75.585
,Bulawayan Group ,2600,LS,,,1,EICH75.585
,Bulawayan Group ,2600,LS,,,-0.5,EICH75.585
,Bulawayan Group ,2600,LS,,,0.2,EICH75.585
,Bulawayan Group ,2600,LS,,,-0.2,EICH75.585
,Bulawayan Group ,2600,LS,,,0.3,EICH75.585
,Bulawayan Group ,2600,LS,,,-0.2,EICH75.585
,Bulawayan Group ,2600,LS,,,-0 .1,EICH75.585
,Bulawayan Group ,2600,LS,,,0.4,HOER62.190
,Bulawayan Group ,2600,LS,,,1.3,VEIZ761387
,Bulawayan Group ,2600,LS,,,1.3,VEIZ761387
,Manjeri Formation ,2600,CH,0.13,-28.7,,HAYE83..93
,Manjeri Formation ,2600,CH,0.12,-29.4,,HAYE83..93
,Manjeri Formation ,2600,CH,0.08,-13,,HAYE83..93
,Manjeri Formation ,2600,CH,0.6,-8.8,,HAYE83..93
,Manjeri Formation ,2600,CH,0.6,-32.2,,HAYE83..93
,Manjeri Formation ,2600,CH,1.2,-8.2,,HAYE83..93
,Manjeri Formation ,2600,CH,2.5,-29.6,,HAYE83..93
,Manjeri Formation ,2600,CH,0.9,-12.5,,HAYE83..93
,Manjeri Formation ,2600,SH,1,-27.1,,HAYE83..93
,Manjeri Formation ,2600,CH,,,-5.7,SCHI83.149
,Manjeri Formation ,2600,CH,,,-7.2,SCHI83.149
,Manjeri Formation ,2600,CH,,,-7.1,SCHI83.149
,Steep Rock Group ,2600,LS,,,1.4,SCHI83.149
,Steep Rock Group ,2600,CARB,,,1.1,SCHI83.149
,Steep Rock Group ,2600,CH,,,2.1,SCHI83.149
,Steep Rock Group ,2600,LS,,,2,VEIZ761387
,Steep Rock Group ,2600,LS,,,1.9,VEIZ761387
,Steep Rock Group ,2600,LS,0.2,-25,,HAYE83..93
,Steep Rock Group ,2600,LS,0.5,-26.4,,HAYE83..93
,Steep Rock Group ,2600,LS,0.6,-22.1,,HAYE83..93
,Steep Rock Group ,2600,CH,2.3,-30.7,,HAYE83..93
,Steep Rock Group ,2600,CH,0.4,-26,,HAYE83..93
,Steep Rock Group ,2600,SH,1.7,-26.9,,HAYE83..93
,Jeerinah Formation ,2650,SH,,-35.4,,HOER67.365
,Jeerinah Formation ,2650,CH,0.4,-33,,HAYE83..93
,Jeerinah Formation ,2650,SH,40,-41.2,,HAYE83..93
,Jeerinah Formation ,2650,SH,68,-41.3,,HAYE83..93
,Jeerinah Formation ,2650,SH,73,-41.4,,HAYE83..93
,Jeerinah Formation ,2650,SH,165,-40.5,,HAYE83..93
,Jeerinah Formation ,2650,SH,31,-42,,HAYE83..93
,Jeerinah Formation ,2650,SH,40,-42.4,,HAYE83..93
,Jeerinah Formation ,2650,SH,12,-38.4,,HAYE83..93
,Jeerinah Formation ,2650,CH,3.9,-27.9,,HAYE83..93
,Rietgat Formation ,2650,CH,0.3,-34.1,,HAYE83..93
,Rietgat Formation ,2650,CH,1,-38.9,,HAYE83..93
,Rietgat Formation ,2650,CH,0.5,-35,,HAYE83..93
,Shamvaian Group ,2650,CARB,,,2.2,SCHI75... 1
,Shamvaian Group ,2650,CARB,,,2.4,SCHI75...1
,Soudan Iron Formation ,2650,SH,-33.7,,,HOER67.365
,Ventersdorp Supergroup ,2650,SH,,-35.8,,HOER67.365
,Ventersdorp Supergroup ,2650,LS,0.4,-36.3,,HAYE83..93
,Ventersdorp Supergroup ,2650,LS,1.6,-40.6,,HAYE83..93
,Ventersdorp Supergroup ,2650,LS,2,-41.6,,HAYE83..93
,Ventersdorp Supergroup ,2650,LS,1,-38.7,,HAYE83..93
,Ventersdorp Supergroup ,2650,LS,0.8,-36.7,,HAYE83..93
,Ventersdorp Supergroup ,2650,CARB,2.4,-39,,HAYE83..93
,Ventersdorp Supergroup ,2650,LS,0.6,-31.6,,HAYE83..93
,Ventersdorp Supergroup ,2650,LS,0.2,-28.4,,HAYE83..93
,Ventersdorp Supergroup ,2650,LS,7.1,-39.6,,HAYE83..93
,Ventersdorp Supergroup ,2650,CARB,0.9,-42.4,,HAYE83..93
,Ventersdorp Supergroup ,2650,CARB,0.6,-41.8,,HAYE83..93
,Ventersdorp Supergroup ,2650,LS,0.9,-36.7,,HAYE83..93
,Ventersdorp Supergroup ,2650,LS,1,-37,,HAYE83..93
,Ventersdorp Supergroup ,2650,LS,1.6,-37.2,,HAYE83..93
,Ventersdorp Supergroup ,2650,LS,4.2,-39.8,,HAYE83..93
,Ventersdorp Supergroup ,2650,CARB,2.2,-41.1,,HAYE83..93
,Ventersdorp Supergroup ,2650,CARB,,,-3.6,SCHI83.149
,Ventersdorp Supergroup ,2650,LS,,,-1.9,SCHI83.149
,Ventersdorp Supergroup ,2650,LS,,,-3.5,SCHI83.149
,Ventersdorp Supergroup ,2650,LS,,,-1.8,SCHI83.149
,Ventersdorp Supergroup ,2650,LS,,,-2.8,SCHI83.149
,Ventersdorp Supergroup ,2650,LS,,,-1.9,SCHI83.149
,Ventersdorp Supergroup ,2650,LS,,,-2.3,SCHI83.149
,Ventersdorp Supergroup ,2650,LS,,,-2.2,SCHI83.149
,Ventersdorp Supergroup ,2650,LS,,,-5.4,SCHI83.149
,Ventersdorp Supergroup ,2650,LS,,,-6.2,SCHI83.149
,Witwatersrand Supergroup ,2710,SH,,-34.2,,HOER67.365
,Witwatersrand Supergroup ,2710,SH,,-21.4,,HOEF671096
,Witwatersrand Supergroup ,2710,SH,,-21.9,,HOEF671096
,Witwatersrand Supergroup ,2710,SH,,-26.1,,HOEF671096
,Witwatersrand Supergroup ,2710,SH,,-29.3,,HOEF671096
,Witwatersrand Supergroup ,2710,SH,,-29.5,,HOEF671096
,Witwatersrand Supergroup ,2710,SH,,-29.9,,HOEF671096
,Witwatersrand Supergroup ,2710,SH,,-31.8,,HOEF671096
,Cheshire Formation ,2720,LS,,-30,,ABEL85.357
,Cheshire Formation ,2720,LS,,-30.6,,ABEL85.357
,Cheshire Formation ,2720,LS,,-31.2,,ABEL85.357
,Cheshire Formation ,2720,LS,,-30.5,,ABEL85.357
,Cheshire Formation ,2720,LS,,-32,,ABEL85.357
,Cheshire Formation ,2720,LS,,-31.2,,ABEL85.357
,Cheshire Formation ,2720,LS,,-32.8,,ABEL85.357
,Cheshire Formation ,2720,LS,,-31,,ABEL85.357
,Cheshire Formation ,2720,LS,,-31.3,,ABEL85.357
,Cheshire Formation ,2720,LS,,-31.2,,ABEL85.357
,Cheshire Formation ,2720,LS,,-29,,ABEL85.357
,Cheshire Formation ,2720,LS,,-27.2,,ABEL85.357
,"Late Archean BIF, Ontario ",2750,BIF,,-28.1,,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,-14.4,,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,-25.7,,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,-28.5,,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,-28.2,,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,-33.5,,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,-23.7,,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,-24.3,,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,-26,,GOOD76.870
,"Late Archean BIF, Ontario ",2750,BIF,,-20.4,,GOOD76.870
,"Late Archean BIF, Ontario ",2750,BIF,,-21,,GOOD76.870
,"Late Archean BIF, Ontario ",2750,BIF,,-26.1,,GOOD76.870
,"Late Archean BIF, Ontario ",2750,BIF,,-27.7,,GOOD76.870
,"Late Archean BIF, Ontario ",2750,BIF,,-26.6,,GOOD76.870
,"Late Archean BIF, Ontario ",2750,BIF,,,0.4,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-1.3,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,0.7,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-1.1,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,0.1,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-0.1,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,0.1,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-0.9,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-0.2,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-5.8,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-7.1,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-3.3,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-3.8,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-2.4,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-1.3,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-2.5,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-2.9,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-1.1,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,0.5,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,1.9,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,1,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-0.1,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-0.2,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,1.2,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,0.1,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,1.1,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,2.3,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-3.5,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-7.6,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-7.5,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-1.5,THOD83.337
,"Late Archean BIF, Ontario ",2750,BIF,,,-4.6,THOD83.337
,Michipicoten Iron Formation ,2750,BIF,19,-16.1,,HAYE83..93
,Michipicoten Iron Formation ,2750,LS,0.2,-45.8,,HAYE83..93
,Michipicoten Iron Formation ,2750,CH,0.7,-49.9,,HAYE83..93
,Michipicoten Iron Formation ,2750,CH,0.08,-45.4,,HAYE83..93
,Michipicoten Iron Formation ,2750,CH,0.5,-50.3,,HAYE83..93
,Michipicoten Iron Formation ,2750,CH,0.8,-50.6,,HAYE83..93
,Michipicoten Iron Formation ,2750,CH,1.8,-51.7,,HAYE83..93
,Michipicoten Iron Formation ,2750,CH,0.7,-51.6,,HAYE83..93
,Michipicoten Iron Formation ,2750,CH,0.7,-51.9,,HAYE83..93
,Michipicoten Iron Formation ,2750,CH,0.4,-47.6,,HAYE83..93
,Michipicoten Iron Formation ,2750,CH,0.4,-46.9,,HAYE83..93
,Michipicoten Iron Formation ,2750,CH,0.3,-44.6,,HAYE83..93
,Michipicoten Iron Formation ,2750,CARB,,,-1.7,SCHI83.149
,Michipicoten Iron Formation ,2750,LS,,,-0.5,SCHI83.149
,Michipicoten Iron Formation ,2750,LS,,,-1.3,SCHI83.149
,Michipicoten Iron Formation ,2750,LS,,,-0.2,SCHI83.149
,Michipicoten Iron Formation ,2750,CH,,,0.5,SCHI83.149
,Michipicoten Iron Formation ,2750,LS,,,0.2,SCHI83.149
,Michipicoten Iron Formation ,2750,LS,,,0.8,SCHI83.149
,Michipicoten Iron Formation ,2750,LS,,,0.7,SCHI83.149
,Michipicoten Iron Formation ,2750,LS,,,0.7,SCHI83.149
,Michipicoten Iron Formation ,2750,LS,,,0.6,SCHI83.149
,Michipicoten Iron Formation ,2750,LS,,,-1,SCHI83.149
,Fortescue Group ,2800,CH,,-28.4,,OEHL721246
,Fortescue Group ,2800,CH,,-40.8,,OEHL721246
,Nova Lima Group ,2800,SH,,-27,,SCHI76.344
,Nova Lima Group ,2800,SH,,-25.8,,SCHI76.344
,Nova Lima Group ,2800,SH,,-27.3,,SCHI76.344
,Nova Lima Group ,2800,SH,,-27.2,,SCHI76.344
,Nova Lima Group ,2800,SH,,-27,,SCHI76.344
,Nova Lima Group ,2800,SH,,-20.4,,SCHI76.344
,Nova Lima Group ,2800,SH,,-27.6,,SCHI76.344
,Nova Lima Group ,2800,SH,,-26.6,,SCHI76.344
,Nova Lima Group ,2800,SH,,-22.2,,SCHI76.344
,Nova Lima Group ,2800,SH,,-25.2,,SCHI76.344
,Woman Lake Marble Formation ,2800,LS,0.9,-9.6,,HAYE83..93
3000 to 3700 Ma,Insuzi Group ,3000,DOL,0.06,-13.1,,HAYE83..93
,Insuzi Group ,3000,CARB,0.5,-14,,HAYE83..93
,Insuzi Group ,3000,LS,0.2,-16.8,,HAYE83..93
,Insuzi Group ,3000,DOL,0.12,-16.6,,HAYE83..93
,Insuzi Group ,3000,CARB,0.4,-18.3,,HAYE83..93
,Insuzi Group ,3000,SH,0.3,-16.3,,HAYE83..93
,Insuzi Group ,3000,SH,0.3,-24.4,,HAYE83..93
,Insuzi Group ,3000,I,0.13,-18.4,,HAYE83..93
,Insuzi Group ,3000,DOL,,,1.8,SCHI83.149
,Insuzi Group ,3000,DOL,,,1.4,SCHI83.149
,Insuzi Group ,3000,CARB,,,-0.1,SCHI83.149
,Insuzi Group ,3000,CARB,,,-0.6,SCH183.149
,Insuzi Group ,3000,CARB,,,2.1,SCHI83.149
,Insuzi Group ,3000,DOL,,,1.8,SCHI83.149
,Insuzi Group ,3000,DOL,,,2.1,SCHI83.149
,Insuzi Group ,3000,LS,,,1.1,SCHI83.149
,Insuzi Group ,3000,DOL,,,2.9,SCHI83.149
,Limpopo Belt ,3000,DOL,,-16.2,,EICH75.585
,Moodies Group ,3000,SH,1,-31.1,,HAYE83..93
,Moodies Group ,3000,DOL,,,-3.4,SCHI75...1
,Mozaan Group ,3000,CH,0.2,-14.4,,HAYE83..93
,Mozaan Group ,3000,CH,0.2,-14.4,,HAYE83..93
,Mozaan Group ,3000,SH,2.7,-26.6,,HAYE83..93
,Mozaan Group ,3000,SH,2.6,-25.6,,HAYE83..93
,Gorge Creek Group ,3200,CH,4.8,-27.6,,HAYE83..93
,Gorge Creek Group ,3200,SH,40,-30.1,,HAYE83..93
,Gorge Creek Group ,3200,SH,43,-31.5,,HAYE83..93
,Gorge Creek Group ,3200,SH,39,-31.8,,HAYE83..93
,Gorge Creek Group ,3200,SH,40,-27.9,,HAYE83..93
,Kromberg Formation ,3300,CH,,-33,,OEHL721246
,Kromberg Formation ,3300,CH,,-27.5,,OEHL721246
,Kromberg Formation ,3300,CH,,-30.6,,OEHL721246
,Kromberg Formation ,3300,CH,,-26.1,,OEHL721246
,Kromberg Formation ,3300,CH,,-26.2,,OEHL721246
,Kromberg Formation ,3300,CH,,-26.1,,JACK78.335
,Kromberg Formation ,3300,CH,,-26.2,,JACK78.335
,Kromberg Formation ,3300,CH,1.2,-32.4,,HAYE83..93
,Kromberg Formation ,3300,CH,0.5,-27.1,,HAYE83..93
,Kromberg Formation ,3300,CH,0.5,-31.5,,HAYE83..93
,Kromberg Formation ,3300,CH,2.6,-28.8,,HAYE83..93
,Kromberg Formation ,3300,CH,1.9,-25.2,,HAYE83..93
,Kromberg Formation ,3300,CH,6,-26.3,,HAYE83..93
,Kromberg Formation ,3300,CH,1.1,-37,,HAYE83..93
,Kromberg Formation ,3300,SH,2.3,-26.1,,HAYE83..93
,Kromberg Formation ,3300,CH,2,-26.4,,LEVE754706
,Kromberg Formation ,3300,CARB,,,0.9,SCHI83.149
,Sebakwian Group ,3300,LS,,-14.8,,EICH75.585
,Sebakwian Group ,3300,LS,,,0.9,SCHI75... 1
,Sebakwian Group ,3300,CARB,,,-3.5,SCHI75...1
,Sebakwian Group ,3300,CARB,,,-5,SCHI75... 1
,Sebakwian Group ,3300,LS,,,0.9,EICH75.585
,Fig Tree Group ,3350,CH,,-28.7,,OEHL721246
,Fig Tree Group ,3350,CH,,-28,,OEHL721246
,Fig Tree Group ,3350,CH,,-26.8,,EICH75.585
,Fig Tree Group ,3350,SH,,-25.9,,HOER67.365
,Fig Tree Group ,3350,SH,,-28.6,,JACK78.335
,Fig Tree Group ,3350,SH,,-29.5,,JACK78.335
,Fig Tree Group ,3350,SH,,-28.3,,JACK78.335
,Fig Tree Group ,3350,CH,1.8,-26.9,,HAYE83..93
,Fig Tree Group ,3350,CH,2.2,-27.5,,HAYE83..93
,Fig Tree Group ,3350,CH,1.4,-31.5,,HAYE83..93
,Fig Tree Group ,3350,CH,7.2,-26.1,,HAYE83..93
,Fig Tree Group ,3350,SH,3,-24.3,,HAYE83..93
,Fig Tree Group ,3350,SH,62,-32.5,,HAYE83..93
,Fig Tree Group ,3350,SH,64,-32.8,,HAYE83..93
,Fig Tree Group ,3350,SH,14,-30.4,,HAYE83..93
,Fig Tree Group ,3350,CH,1.4,-28,,DUNG74.167
,Fig Tree Group ,3350,CH,0.37,-28.7,,DUNG74.167
,Fig Tree Group ,3350,CH,,,1.5,SCHI75...1
,Fig Tree Group ,3350,DOL,,,0.3,SCHI75...1
,Warrawoona Group ,3400,CH,0.2,-29.8,,HAYE83..93
,Warrawoona Group ,3400,CH,0.8,-37.1,,HAYE83..93
,Towers Formation ,3435,CH,0.7,-34.2,,HAYE83..93
,Towers Formation ,3435,CH,0.5,-31.2,,HAYE83..93
,Towers Formation ,3435,CH,0.5,-33.4,,HAYE83..93
,Towers Formation ,3435,CH,0.5,-34.9,,HAYE83..93
,Towers Formation ,3435,CH,0.11,-29.4,,HAYE83..93
,Towers Formation ,3435,CH,0.08,-25.5,,HAYE83..93
,Towers Formation ,3435,CH,0.05,-24,,HAYE83..93
,Towers Formation ,3435,CH,0.2,-29.6,,HAYE83..93
,Towers Formation ,3435,CH,0.8,-33,,HAYE83..93
,Towers Formation ,3435,CH,1.4,-36.8,,HAYE83..93
,Towers Formation ,3435,CH,0.9,-34.7,,HAYE83..93
,Towers Formation ,3435,CH,,,2,SCHI83.149
,Towers Formation ,3435,CH,,,-0.8,SCHI83.149
,Hooggenoeg Formation ,3450,CH,,-28.8,,OEHL721246
,Hooggenoeg Formation ,3450,CH,,-28.4,,OEHL721246
,Hooggenoeg Formation ,3450,CH,,-32.1,,OEHL721246
,Hooggenoeg Formation ,3450,CH,,-32.9,,OEHL721246
,Hooggenoeg Formation ,3450,CH,1.9,-31.3,,HAYE83..93
,Hooggenoeg Formation ,3450,CH,3.3,-34.2,,HAYE83..93
,Hooggenoeg Formation ,3450,CH,4.5,-26.8,,HAYE83..93
,Hooggenoeg Formation ,3450,CARB,,,-0.2,SCHI83.149
,Komati Formation,3450,LS,,,-1.6,SCHI75...1
,Komati Formation,3450,LS,,,-1.7,SCHI75...1
,Komati Formation,3450,LS,,,-2.3,SCHI75...1
,Komati Formation,3450,LS,,,0.5,SCHI75...1
,Komati Formation,3450,LS,,,-1.6,SCHI75...1
,Onverwacht Group ,3450,CH,2.1,-31.4,,DUNG74.167
,Onverwacht Group ,3450,CH,6.5,,,DUNG74.167
,Onverwacht Group ,3450,CH,2,-26.1,,DUNG74.167
,Onverwacht Group ,3450,CH,7.4,-26.2,,DUNG74.167
,Onverwacht Group ,3450,CH,1,,,DUNG74.167
,Onverwacht Group ,3450,CH,0.23,,,DUNG74.167
,Onverwacht Group ,3450,CH,2.3,-33,,DUNG74.167
,Onverwacht Group ,3450,CH,3.6,-32.9,,DUNG74.167
,Onverwacht Group ,3450,CH,1.7,-28.4,,DUNG74.167
,Onverwacht Group ,3450,CH,11.5,-15.4,,DUNG74.167
,Onverwacht Group ,3450,CH,15.5,-14.3,,DUNG74.167
,Onverwacht Group ,3450,CARB,,,-1.8,SCHI75...1
,Swartkoppie Formation ,3450,CH,,-26.9,,JACK78.335
,Swartkoppie Formation ,3450,CH,0.3,-24.7,,HAYE83..93
,Swartkoppie Formation ,3450,CH,2,-23.4,,HAYE83..93
,Swartkoppie Formation ,3450,CH,0.8,-25.7,,HAYE83..93
,Swartkoppie Formation ,3450,CH,1.6,-32.4,,HAYE83..93
,Swartkoppie Formation ,3450,CH,16,-26.7,,HAYE83..93
,Swartkoppie Formation ,3450,CH,1.6,-30.5,,HAYE83..93
,Swartkoppie Formation ,3450,H,0.2,-21.3,,HAYE83..93
,Swartkoppie Formation ,3450,CH,3.5,-27.6,,LEVE754706
,Swartkoppie Formation ,3450,CH,,-24.9,,OEHL721246
,Swartkoppie Formation ,3450,CH,,-26.9,,OEHL721246
,Swartkoppie Formation ,3450,CH,,-31.4,,OEHL721246
,Theespruit Formation ,3550,CH,,-19.5,,OEHL721246
,Theespruit Formation ,3550,CH,,-15.5,,OEHL721246
,Theespruit Formation ,3550,CH,,-15.1,,OEHL721246
,Theespruit Formation ,3550,CH,15,-15.2,,HAYE83..93
,Theespruit Formation ,3550,SH,13,-15.2,,HAYE83..93
,Theespruit Formation ,3550,I,0.4,-12.7,,HAYE83..93
,Isua Supergroup ,3700,CARB,,-22.2,,SCHI79.189
,Isua Supergroup ,3700,CARB,,-21.6,,SCHI79.189
,Isua Supergroup ,3700,BIF,,-9.2,,SCHI79.189
,Isua Supergroup ,3700,BIF,,-22.2,,SCHI79.189
,Isua Supergroup ,3700,BIF,,-14.4,,SCHI79.189
,Isua Supergroup ,3700,CARB,,-9,,SCHI79.189
,Isua Supergroup ,3700,LS,,-24.9,,SCHI79.189
,Isua Supergroup ,3700,LS,,-13.4,,SCHI79.189
,Isua Supergroup ,3700,LS,,-18.7,,SCHI79.189
,Isua Supergroup ,3700,BIF,,-16.8,,SCHI79.189
,Isua Supergroup ,3700,BIF,,-12.4,,SCHI79.189
,Isua Supergroup ,3700,CARB,,-5.9,,SCHI79.189
,Isua Supergroup ,3700,CARB,,-8.3,,SCHI79.189
,Isua Supergroup ,3700,BIF,,-10.3,,PERR77.280
,Isua Supergroup ,3700,BIF,,-9.3,,PERR77.280
,Isua Supergroup ,3700,BIF,,-10.7,,PERR77.28O
,Isua Supergroup ,3700,BIF,,-12.5,,PERR77.280
,Isua Supergroup ,3700,BIF,,-16.3,,PERR77.280
,Isua Supergroup ,3700,BIF,,-15.3,,PERR77.280
,Isua Supergroup ,3700,BIF,,-16,,PERR77.280
,Isua Supergroup ,3700,BIF,25,-9.8,,HAYE83..93
,Isua Supergroup ,3700,BIF,0.06,-12,,HAYE83..93
,Isua Supergroup ,3700,H,0.06,-14.3,,HAYE83..93
,Isua Supergroup ,3700,H,0.06,-19.3,,HAYE83..93
,Isua Supergroup ,3700,H,0.11,-28.2,,HAYE83..93
,Isua Supergroup ,3700,N,0.7,-16.6,,HAYE83..93
,Isua Supergroup ,3700,N,22,-16.1,,HAYE83..93
,Isua Supergroup ,3700,N,0.1,-20,,HAYE83..93
,Isua Supergroup ,3700,N,0.09,-21.6,,HAYE83..93
,Isua Supergroup ,3700,N,0.06,-16.6,,HAYE83..93
,Isua Supergroup ,3700,BIF,,,-4.7,SCHI83.149
,Isua Supergroup ,3700,BIF,,,-5.3,SCHI83.149
,Isua Supergroup ,3700,CARB,,,-4.5,PERR77.280
,Isua Supergroup ,3700,CARB,,,-3.3,PERR77.280
,Isua Supergroup ,3700,CARB,,,-4.8,PERR77.280
,Isua Supergroup ,3700,CARB,,,-0.3,PERR77.280
,Isua Supergroup ,3700,CARB,,,-3.3,PERR77.280
,Isua Supergroup ,3700,CARB,,,1.8,PERR77.28O
